Id	HitRatio	MissRatio	Reference	InvalidCases	HitTeams	MissTeams
1 дек. 2020 г., вт.	0.5263157894736842	0.4736842105263158	2020-12-01	2020, 2020-11-24, 2020-11-24T, 2020-11-24T09:00, 2020-11-25, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-1, None, [Date(year=2020, month=None, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio	21-coders, Cheliki, Le-Coqs, MLaureen, Shrugged, hrambton, schips_21, sisidra, Нубы
16-го августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T16:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
16-е августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T16:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-16, 2021-08-16T, 2021-08-16T09:00	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
16го августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T16:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
16е августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T16:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
на 16е августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T16:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
шестнадцатое августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2020-8-27, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
шестнадцатого августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2020-8-27, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
на шестнадцатое августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2020-8-27, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
шестнадцатому августа	0.5263157894736842	0.4736842105263158	2020-08-16	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2020-8-27, 2021-08-01, 2021-08-01T, 2021-08-01T09:00, 2021-08-16, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
11-го октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T11:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
11е октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T11:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на 11-е октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T11:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-11, 2021-10-11T, 2021-10-11T09:00	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
на 11е октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T11:00, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
одиннадцатое октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-10-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11, []	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
одиннадцатому октября	0.5263157894736842	0.4736842105263158	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T02:30, 2020-10-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11, []	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
6-е апреля	0.5263157894736842	0.4736842105263158	2020-04-06	2020, 2020--, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T06:00, 2020-11-27T2:30, 2020-12-01, 2020-4-6, 2020-4-6T02:30, 2021-04-06, 2021-04-06T, 2021-04-06T09:00	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
6-го апреля	0.5263157894736842	0.4736842105263158	2020-04-06	2020, 2020--, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T06:00, 2020-11-27T2:30, 2020-12-01, 2020-4-6, 2020-4-6T02:30, 2021-04-01, 2021-04-01T, 2021-04-01T09:00, 2021-04-06	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
к 6 апреля	0.5263157894736842	0.4736842105263158	2020-04-06	2020, 2020--, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T06:00, 2020-11-27T2:30, 2020-12-01, 2020-4-6, 2020-4-6T02:30, 2021-04-06, 2021-04-06T, 2021-04-06T09:00	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
к 6му апреля	0.5263157894736842	0.4736842105263158	2020-04-06	2020, 2020--, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T06:00, 2020-11-27T2:30, 2020-12-01, 2020-4-6, 2020-4-6T02:30, 2021-04-01, 2021-04-01T, 2021-04-01T09:00, 2021-04-06	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
от 27 октября 1944 г.	0.5263157894736842	0.4736842105263158	1944-10-27	2020, 2020-10-11, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-10-27, 2021-10-27T, 2021-10-27T09:00, None	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Le-Coqs, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, ElenaKiseleva, MLaureen, Microvolnovka, Shrugged, hrambton, schips_21, sisidra
10.05.2021	0.5263157894736842	0.4736842105263158	2021-05-10	2020, 2020-05-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-5-10, 2021-01-01T10:05, 2021-05-10T, 2021-05-10T09:00, 2021-10-05, 2021-10-05T00:00, 2021-10-5, 2021-10-5T00:0, 2021-10-5T00:00, 2021-11-27T10:05, 2021-5-10, 2021-5-10T02:30, NA	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Le-Coqs, MyParser, Shrugged, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, ElenaKiseleva, MLaureen, Microvolnovka, Red-alert, hrambton, schips_21, sisidra
4го февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T2:30, 2020-12-01, 2020-2-4, 2020-2-4T02:30, 2021-02-01, 2021-02-01T, 2021-02-01T09:00, 2021-02-04	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
4-го февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T2:30, 2020-12-01, 2020-2-4, 2020-2-4T02:30, 2021-02-01, 2021-02-01T, 2021-02-01T09:00, 2021-02-04	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
4-е февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T2:30, 2020-12-01, 2020-2-4, 2020-2-4T02:30, 2021-02-04, 2021-02-04T, 2021-02-04T09:00	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
4е февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T04:00, 2020-11-27T2:30, 2020-12-01, 2020-2-4, 2020-2-4T02:30, 2021-02-01, 2021-02-01T, 2021-02-01T09:00, 2021-02-04	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
04.02.2020	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020-01-01T16:02, 2020-02-04T, 2020-02-04T09:00, 2020-04-02, 2020-04-02T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T04:02, 2020-12-01, 2020-2-4, 2020-2-4T02:30, 2020-4-2, 2020-4-2T00:0, 2020-4-2T00:00, NA	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Le-Coqs, MyParser, Shrugged, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, ElenaKiseleva, MLaureen, Microvolnovka, Red-alert, hrambton, schips_21, sisidra
четвертого февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-2-27, 2020-2-4, 2020-2-4T02:30, 2021-02-01, 2021-02-01T, 2021-02-01T09:00, 2021-02-04, []	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
за четвертое февраля	0.5263157894736842	0.4736842105263158	2020-02-04	2020, 2020--, 2020-02-04 - 2020-02-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-2-27, 2020-2-4, 2021-02-01, 2021-02-01T, 2021-02-01T09:00, 2021-02-04, [], null	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
в 2:20	0.5263157894736842	0.4736842105263158	2020-11-27T02:20	2016-03, 2016-3, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 02:20:00, 2020-11-27T02 : 20, 2020-11-27T02:20:00, 2020-11-27T02:30, 2020-11-27T2:20, 2020-11-27T2:30, 2020-11-28, 2020-11-28T00:00, 2020-11-28T02:20, 2020-11-28T14:20, 2020-11-29, 2020-11-29T02:20, 2020-12-01, 220-11-27, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Microvolnovka, Shrugged, handcrafted_solution, monuwio, Нубы	Dmitry Mikhaylenko, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, hrambton, schips_21, sisidra
в 02:20	0.5263157894736842	0.4736842105263158	2020-11-27T02:20	2016-03, 2016-3, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 02:20:00, 2020-11-27T02 : 20, 2020-11-27T02:20:00, 2020-11-27T02:30, 2020-11-27T2:20, 2020-11-27T2:30, 2020-11-28, 2020-11-28T00:00, 2020-11-28T02:20, 2020-11-28T14:20, 2020-11-29, 2020-11-29T02:20, 2020-12-01, 220-11-27, [Date(year=2016, month=3, day=None)], null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Microvolnovka, Shrugged, handcrafted_solution, monuwio, Нубы	Dmitry Mikhaylenko, Inception, Le-Coqs, MLaureen, MyParser, Red-alert, hrambton, schips_21, sisidra
27 ноября в 17:30	0.5263157894736842	0.4736842105263158	2020-11-27T17:30	1730-11-27, 2020, 2020--, 2020-11-26T02:30, 2020-11-27, 2020-11-27 17:30:00, 2020-11-27T00:00, 2020-11-27T02:30, 2020-11-27T05:30, 2020-11-27T17 : 30, 2020-11-27T17:30:00, 2020-11-27T2:30, 2020-11-27T5:30, 2020-12-01, 2021-11-27T17:30, null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Microvolnovka, MyParser, Shrugged, handcrafted_solution, Нубы	Dmitry Mikhaylenko, Inception, Le-Coqs, MLaureen, Red-alert, hrambton, monuwio, schips_21, sisidra
в эту минуту	0.5789473684210527	0.42105263157894735	2020-11-27T02:30	2020--, 2020-11-27, 2020-11-27 02:01:00, 2020-11-27T02:01, 2020-11-27T02:01:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28T02:44, 2020-11-28T02:48, 2020-11-28T02:50, 2020-11-28T02:51, 2020-11-28T02:52, 2020-11-29, 2020-11-29T11:01, 2020-12-01, null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Inception, MLaureen, handcrafted_solution, hrambton, monuwio, sisidra, Нубы	Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, Microvolnovka, MyParser, Red-alert, Shrugged, schips_21
прямо сейчас	0.5789473684210527	0.42105263157894735	2020-11-27T02:30	2020--, 2020-11-27, 2020-11-27 02:30:00, 2020-11-27T02:30:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28T02:44, 2020-11-28T02:48, 2020-11-28T02:50, 2020-11-28T02:51, 2020-11-28T02:52, 2020-11-29, 2020-12-01, None, []	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Inception, MLaureen, Shrugged, handcrafted_solution, hrambton, monuwio, Нубы	Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, Microvolnovka, MyParser, Red-alert, schips_21, sisidra
в настоящий момент	0.5789473684210527	0.42105263157894735	2020-11-27T02:30	2020--, 2020-11-27, 2020-11-27 02:30:00, 2020-11-27T02:30:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28T02:44, 2020-11-28T02:48, 2020-11-28T02:50, 2020-11-28T02:51, 2020-11-28T02:52, 2020-11-29, 2020-12-01, None, [], null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Inception, MLaureen, Shrugged, handcrafted_solution, hrambton, monuwio, Нубы	Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, Microvolnovka, MyParser, Red-alert, schips_21, sisidra
сегодняшний день	0.5789473684210527	0.42105263157894735	2020-11-27	2020--, 2020-11-02, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T02:30:00, 2020-11-28, 2020-11-28T02:44, 2020-11-28T02:48, 2020-11-28T02:50, 2020-11-28T02:51, 2020-11-28T02:52, 2020-11-29, 2020-12-01, []	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, hrambton, Нубы	Dmitry Mikhaylenko, Le-Coqs, MLaureen, Red-alert, Shrugged, monuwio, schips_21, sisidra
вчера	0.5789473684210527	0.42105263157894735	2020-11-26	2020, 2020--, 2020-11-26T, 2020-11-26T02 : 30, 2020-11-26T02:30, 2020-11-26T09:00, 2020-11-26T2:30, 2020-11-27, 2020-11-27T02:30, 2020-11-28, 2020-11-28T11:17, 2020-11-29, 2020-12-01	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Evgenii Chernov, Inception, MyParser, Shrugged, handcrafted_solution, hrambton, monuwio, Нубы	Dmitry Mikhaylenko, ElenaKiseleva, Le-Coqs, MLaureen, Microvolnovka, Red-alert, schips_21, sisidra
Во вторник 1 декабря	0.5789473684210527	0.42105263157894735	2020-12-01	2020, 2020--, 2020-11-27, 2020-11-27T02:30, 2020-12-012020-12-01, 2020-12-01T00:00, 2020-12-08, 2020-12-08T, 2020-12-08T09:00, 2020-12-1, 2020-12-1T00:00, 2020-12-1T02:30	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra, Нубы
ср., 25-го ноября	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-12-02, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
ср, 25е ноября	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-12-02, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25 ноября, в эту среду	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T00:00, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2021-11-25, 2021-12-01, 2021-12-01T, 2021-12-01T09:00, null	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	ElenaKiseleva, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25-го ноября, в среду	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-25, 2021-12-01, null	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
